"accession","length","host","protein","serotype","country","region","date","name","mutations","age","gender","lineage","vac_strain","fulllength_plus"
"ADL59648","400","Human","HA","H1N1","USA","N","2009/10/13","Influenza A virus (A/Florida/AF2187/2009(H1N1))","","","","","","p"
"ADM45283","400","Human","HA","H1N1","USA","N","2009/10/13","Influenza A virus (A/Washington/AF2668/2009(H1N1))","","","","","","p"
"ADD23192","566","Human","HA","H1N1","USA","N","2009/10/13","Influenza A virus (A/San Diego/INS09/2009(H1N1))","","","","","","c"
"ADD23202","566","Human","HA","H1N1","USA","N","2009/10/13","Influenza A virus (A/San Diego/INS10/2009(H1N1))","","","","","","c"
"ADD74528","566","Human","HA","H1N1","USA","N","2009/10/13","Influenza A virus (A/New York/5130/2009(H1N1))","","","","","","c"
"ADD74488","566","Human","HA","H1N1","USA","N","2009/10/13","Influenza A virus (A/New York/5074/2009(H1N1))","","","","","","c"
"ADD74498","566","Human","HA","H1N1","USA","N","2009/10/13","Influenza A virus (A/New York/5079/2009(H1N1))","","","","","","c"
"ADD74508","566","Human","HA","H1N1","USA","N","2009/10/13","Influenza A virus (A/New York/5083/2009(H1N1))","","","","","","c"
"ADD74518","566","Human","HA","H1N1","USA","N","2009/10/13","Influenza A virus (A/New York/5086/2009(H1N1))","","","","","","c"
"ADD96906","566","Human","HA","H1N1","USA","N","2009/10/13","Influenza A virus (A/New York/5667/2009(H1N1))","","","","","","c"
"ADD96926","566","Human","HA","H1N1","USA","N","2009/10/13","Influenza A virus (A/San Diego/INS08/2009(H1N1))","","","","","","c"
"ADM14728","564","Human","HA","H1N1","USA","N","2009/10/13","Influenza A virus (A/Ft Carson/WR1448P/2009(H1N1))","","","","","","c"
"ADN24124","557","Human","HA","H1N1","Canada","N","2009/10/13","Influenza A virus (A/Canada-SK/RV2929/2009(H1N1))","","","","","","p"
"ADN24125","557","Human","HA","H1N1","Canada","N","2009/10/13","Influenza A virus (A/Canada-SK/RV2930/2009(H1N1))","","","","","","p"
"ADX98860","566","Human","HA","H1N1","USA","N","2009/10/13","Influenza A virus (A/San Diego/INS07/2009(H1N1))","","","","","","c"
"AEE27177","566","Human","HA","H1N1","Nicaragua","T","2009/10/13","Influenza A virus (A/Managua/4076.03/2009(H1N1))","","","","","","c"
"ADL59649","400","Human","HA","H1N1","USA","N","2009/10/14","Influenza A virus (A/Florida/AF2188/2009(H1N1))","","","","","","p"
"ADL40922","400","Human","HA","H1N1","USA","N","2009/10/14","Influenza A virus (A/Colorado/AF2142/2009(H1N1))","","","","","","p"
"ADL60502","400","Human","HA","H1N1","USA","N","2009/10/14","Influenza A virus (A/Kansas/AF2261/2009(H1N1))","","","","","","p"
"ADL40904","400","Human","HA","H1N1","USA","N","2009/10/14","Influenza A virus (A/California/AF2122/2009(H1N1))","","","","","","p"
"ADL40905","400","Human","HA","H1N1","USA","N","2009/10/14","Influenza A virus (A/California/AF2123/2009(H1N1))","","","","","","p"
"ADM21404","400","Human","HA","H1N1","USA","N","2009/10/14","Influenza A virus (A/Ohio/AF2514/2009(H1N1))","","","","","","p"
"AEQ50027","566","Human","HA","H1N1","USA","N","2009/10/14","Influenza A virus (A/Wisconsin/UW-1/2009(H1N1))","","","","","","c"
"AGI53391","566","Human","HA","H1N1","USA","N","2009/10/14","Influenza A virus (A/Utah/32/2009(H1N1))","","","","","","c"
"AGI53409","566","Human","HA","H1N1","USA","N","2009/10/14","Influenza A virus (A/Michigan/25/2009(H1N1))","","","","","","c"
"AGI53129","566","Human","HA","H1N1","USA","N","2009/10/14","Influenza A virus (A/Delaware/20/2009(H1N1))","","","","","","c"
"AGI55197","566","Human","HA","H1N1","USA","N","2009/10/14","Influenza A virus (A/Kansas/24/2009(H1N1))","","","","","","c"
"AGI55183","566","Human","HA","H1N1","USA","N","2009/10/14","Influenza A virus (A/Washington/68/2009(H1N1))","","","","","","c"
"ADD23230","566","Human","HA","H1N1","USA","N","2009/10/14","Influenza A virus (A/San Diego/INS12/2009(H1N1))","","","","","","c"
"ADD23220","566","Human","HA","H1N1","USA","N","2009/10/14","Influenza A virus (A/San Diego/INS11/2009(H1N1))","","","","","","c"
"ADD74988","566","Human","HA","H1N1","USA","N","2009/10/14","Influenza A virus (A/San Diego/INS55/2009(H1N1))","","","","","","c"
"ADD97411","566","Human","HA","H1N1","USA","N","2009/10/14","Influenza A virus (A/Wisconsin/629-S1348/2009(H1N1))","","","","","","c"
"ADD97421","566","Human","HA","H1N1","USA","N","2009/10/14","Influenza A virus (A/Wisconsin/629-S1350/2009(H1N1))","","","","","","c"
"ADF28035","566","Human","HA","H1N1","USA","N","2009/10/14","Influenza A virus (A/San Diego/INS101/2009(H1N1))","","","","","","c"
"ADF28045","566","Human","HA","H1N1","USA","N","2009/10/14","Influenza A virus (A/San Diego/INS102/2009(H1N1))","","","","","","c"
"ADN24152","557","Human","HA","H1N1","Canada","N","2009/10/14","Influenza A virus (A/Canada-ON/RV2983/2009(H1N1))","","","","","","p"
"ADN24149","557","Human","HA","H1N1","Canada","N","2009/10/14","Influenza A virus (A/Canada-ON/RV2965/2009(H1N1))","","","","","","p"
"ADN24154","557","Human","HA","H1N1","Canada","N","2009/10/14","Influenza A virus (A/Canada-ON/RV2985/2009(H1N1))","","","","","","p"
"ADN24148","557","Human","HA","H1N1","Canada","N","2009/10/14","Influenza A virus (A/Canada-ON/RV2964/2009(H1N1))","","","","","","p"
"ADX96857","566","Human","HA","H1N1","USA","N","2009/10/14","Influenza A virus (A/Chicago/WRAIR1691P/2009(H1N1))","","","","","","c"
"ADX96837","566","Human","HA","H1N1","USA","N","2009/10/14","Influenza A virus (A/Chicago/WRAIR1690P/2009(H1N1))","","","","","","c"
"AEC53424","566","Human","HA","H1N1","USA","N","2009/10/14","Influenza A virus (A/Wisconsin/629-S1368/2009(H1N1))","","","","","","c"
"ADM21405","400","Human","HA","H1N1","USA","N","2009/10/15","Influenza A virus (A/Ohio/AF2515/2009(H1N1))","","","","","","p"
"ADM21422","400","Human","HA","H1N1","USA","N","2009/10/15","Influenza A virus (A/Oklahoma/AF2532/2009(H1N1))","","","","","","p"
"ADL60567","400","Human","HA","H1N1","USA","N","2009/10/15","Influenza A virus (A/Kansas/AF2338/2009(H1N1))","","","","","","p"
"AGI55161","566","Human","HA","H1N1","USA","N","2009/10/15","Influenza A virus (A/Arizona/17/2009(H1N1))","","","","","","c"
"AGI55041","566","Human","HA","H1N1","USA","N","2009/10/15","Influenza A virus (A/Mississippi/04/2009(H1N1))","","","","","","c"
"AGI53413","566","Human","HA","H1N1","USA","N","2009/10/15","Influenza A virus (A/Minnesota/17/2009(H1N1))","","","","","","c"
"AGI53937","566","Human","HA","H1N1","USA","N","2009/10/15","Influenza A virus (A/Washington/61/2009(H1N1))","","","","","","c"
"AER28642","232","Human","HA","H1N1","Mexico","N","2009/10/15","Influenza A virus (A/Mexico City/INER3/2009(H1N1))","","","","","","p"
"AFJ18931","306","Human","HA","H1N1","Cuba","T","2009/10/15","Influenza A virus (A/Habana/4144/2009(H1N1))","","","","","","p"
"AGI52720","566","Human","HA","H1N1","USA","N","2009/10/15","Influenza A virus (A/New York/100/2009(H1N1))","","","","","","c"
"ADD23300","566","Human","HA","H1N1","USA","N","2009/10/15","Influenza A virus (A/District of Columbia/INS24/2009(H1N1))","","","","","","c"
"ADD74998","566","Human","HA","H1N1","USA","N","2009/10/15","Influenza A virus (A/San Diego/INS57/2009(H1N1))","","","","","","c"
"ADD96806","566","Human","HA","H1N1","USA","N","2009/10/15","Influenza A virus (A/New York/5158/2009(H1N1))","","","","","","c"
"ADG42853","566","Human","HA","H1N1","USA","N","2009/10/15","Influenza A virus (A/Wisconsin/629-D00692/2009(H1N1))","","","","","","c"
"ADK21723","566","Human","HA","H1N1","USA","N","2009/10/15","Influenza A virus (A/San Diego/INS195/2009(H1N1))","","","","","","c"
"ADM14718","566","Human","HA","H1N1","USA","N","2009/10/15","Influenza A virus (A/Ft Carson/WR1446P/2009(H1N1))","","","","","","c"
"ADN24107","557","Human","HA","H1N1","Canada","N","2009/10/15","Influenza A virus (A/Canada-ON/RV2891/2009(H1N1))","","","","","","p"
"ADN24150","557","Human","HA","H1N1","Canada","N","2009/10/15","Influenza A virus (A/Canada-ON/RV2966/2009(H1N1))","","","","","","p"
"ADN24103","557","Human","HA","H1N1","Canada","N","2009/10/15","Influenza A virus (A/Canada-ON/RV2887/2009(H1N1))","","","","","","p"
"AEJ10530","566","Human","HA","H1N1","USA","N","2009/10/15","Influenza A virus (A/Maryland/NHRC0002/2009(H1N1))","","","","","","c"
"AGI52845","566","Human","HA","H1N1","USA","N","2009/10/15","Influenza A virus (A/New York/102/2009(H1N1))","","","","","","c"
"AGI54036","566","Human","HA","H1N1","USA","N","2009/10/16","Influenza A virus (A/New Hampshire/19/2009(H1N1))","","","","","","c"
"AGI54651","566","Human","HA","H1N1","USA","N","2009/10/16","Influenza A virus (A/Arizona/18/2009(H1N1))","","","","","","c"
"AGI55530","566","Human","HA","H1N1","USA","N","2009/10/16","Influenza A virus (A/North Carolina/46/2009(H1N1))","","","","","","c"
"AEI87723","566","Human","HA","H1N1","Canada","N","2009/10/16","Influenza A virus (A/Montreal/MTL244624/2009(H1N1))","","","","","","c"
"AER28643","232","Human","HA","H1N1","Mexico","N","2009/10/16","Influenza A virus (A/Mexico City/INER4/2009(H1N1))","","","","","","p"
"AGI52728","566","Human","HA","H1N1","USA","N","2009/10/16","Influenza A virus (A/North Carolina/49/2009(H1N1))","","","","","","c"
"ADD21431","284","Swine","HA","H1N1","USA","N","2009/10/16","Influenza A virus (A/swine/Minnesota/02950/2009(H1N1))","","","","","","p"
"ADD21432","284","Swine","HA","H1N1","USA","N","2009/10/16","Influenza A virus (A/swine/Minnesota/02951/2009(H1N1))","","","","","","p"
"ADD74548","566","Human","HA","H1N1","USA","N","2009/10/16","Influenza A virus (A/New York/5150/2009(H1N1))","","","","","","c"
"ADD74538","566","Human","HA","H1N1","USA","N","2009/10/16","Influenza A virus (A/New York/5141/2009(H1N1))","","","","","","c"
"ADD74678","566","Human","HA","H1N1","USA","N","2009/10/16","Influenza A virus (A/New York/6079/2009(H1N1))","","","","","","c"
"ADD96816","566","Human","HA","H1N1","USA","N","2009/10/16","Influenza A virus (A/New York/5161/2009(H1N1))","","","","","","c"
"ADG42863","566","Human","HA","H1N1","USA","N","2009/10/16","Influenza A virus (A/Wisconsin/629-D00740/2009(H1N1))","","","","","","c"
"ADM32958","566","Human","HA","H1N1","Dominican Republic","T","2009/10/16","Influenza A virus (A/Santo Domingo/WRAIR1414N/2009(H1N1))","","","","","","c"
"ADN24157","557","Human","HA","H1N1","Canada","N","2009/10/16","Influenza A virus (A/Canada-MB/RV3607/2009(H1N1))","","","","","","p"
"ADN24151","557","Human","HA","H1N1","Canada","N","2009/10/16","Influenza A virus (A/Canada-ON/RV2967/2009(H1N1))","","","","","","p"
"ADN24153","557","Human","HA","H1N1","Canada","N","2009/10/16","Influenza A virus (A/Canada-ON/RV2984/2009(H1N1))","","","","","","p"
"ADN24025","557","Human","HA","H1N1","Canada","N","2009/10/16","Influenza A virus (A/Canada-MB/RV2046-10/2009(H1N1))","","","","","","p"
"AEJ10540","566","Human","HA","H1N1","USA","N","2009/10/16","Influenza A virus (A/Maryland/NHRC0003/2009(H1N1))","","","","","","c"
"AGI53075","566","Human","HA","H1N1","USA","N","2009/10/16","Influenza A virus (A/North Carolina/46/2009(H1N1))","","","","","","c"
"AGI53773","566","Human","HA","H1N1","USA","N","2009/10/16","Influenza A virus (A/North Carolina/43/2009(H1N1))","","","","","","c"
"AGI53916","566","Human","HA","H1N1","USA","N","2009/10/17","Influenza A virus (A/Nevada/17/2009(H1N1))","","","","","","c"
"AGI54637","566","Human","HA","H1N1","USA","N","2009/10/17","Influenza A virus (A/Arkansas/06/2009(H1N1))","","","","","","c"
"ADM45285","400","Human","HA","H1N1","USA","N","2009/10/17","Influenza A virus (A/Washington/AF2670/2009(H1N1))","","","","","","p"
"ADM21379","400","Human","HA","H1N1","USA","N","2009/10/17","Influenza A virus (A/Nevada/AF2487/2009(H1N1))","","","","","","p"
"ADD74558","566","Human","HA","H1N1","USA","N","2009/10/17","Influenza A virus (A/New York/5173/2009(H1N1))","","","","","","c"
"ADD98188","566","Human","HA","H1N1","USA","N","2009/10/17","Influenza A virus (A/Texas/46172734/2009(H1N1))","","","","","","c"
"ADD98178","566","Human","HA","H1N1","USA","N","2009/10/17","Influenza A virus (A/Texas/46172731/2009(H1N1))","","","","","","c"
"ADG42643","566","Human","HA","H1N1","USA","N","2009/10/17","Influenza A virus (A/California/VRDL89/2009(H1N1))","","","","","","c"
"ADG42653","566","Human","HA","H1N1","USA","N","2009/10/17","Influenza A virus (A/California/VRDL90/2009(H1N1))","","","","","","c"
"ADG42663","566","Human","HA","H1N1","USA","N","2009/10/17","Influenza A virus (A/California/VRDL91/2009(H1N1))","","","","","","c"
"ADG42673","566","Human","HA","H1N1","USA","N","2009/10/17","Influenza A virus (A/California/VRDL92/2009(H1N1))","","","","","","c"
"ADG42683","566","Human","HA","H1N1","USA","N","2009/10/17","Influenza A virus (A/California/VRDL93/2009(H1N1))","","","","","","c"
"ADL40869","400","Human","HA","H1N1","USA","N","2009/10/18","Influenza A virus (A/Alaska/AF2086/2009(H1N1))","","","","","","p"
"ADL40870","400","Human","HA","H1N1","USA","N","2009/10/18","Influenza A virus (A/Alaska/AF2087/2009(H1N1))","","","","","","p"
"ADL40871","400","Human","HA","H1N1","USA","N","2009/10/18","Influenza A virus (A/Alaska/AF2088/2009(H1N1))","","","","","","p"
"ADL40872","400","Human","HA","H1N1","USA","N","2009/10/18","Influenza A virus (A/Alaska/AF2089/2009(H1N1))","","","","","","p"
"ADM25911","400","Human","HA","H1N1","USA","N","2009/10/18","Influenza A virus (A/Texas/AF2596/2009(H1N1))","","","","","","p"
"ADM25912","400","Human","HA","H1N1","USA","N","2009/10/18","Influenza A virus (A/Texas/AF2597/2009(H1N1))","","","","","","p"
"ADM25913","400","Human","HA","H1N1","USA","N","2009/10/18","Influenza A virus (A/Texas/AF2598/2009(H1N1))","","","","","","p"
"ADM25914","400","Human","HA","H1N1","USA","N","2009/10/18","Influenza A virus (A/Texas/AF2599/2009(H1N1))","","","","","","p"
"ADM25915","400","Human","HA","H1N1","USA","N","2009/10/18","Influenza A virus (A/Texas/AF2600/2009(H1N1))","","","","","","p"
"ADM25953","400","Human","HA","H1N1","USA","N","2009/10/18","Influenza A virus (A/Virginia/AF2657/2009(H1N1))","","","","","","p"
"ADM25954","400","Human","HA","H1N1","USA","N","2009/10/18","Influenza A virus (A/Virginia/AF2658/2009(H1N1))","","","","","","p"
"AGI53908","566","Human","HA","H1N1","USA","N","2009/10/18","Influenza A virus (A/North Carolina/53/2009(H1N1))","","","","","","c"
"ADD97431","566","Human","HA","H1N1","USA","N","2009/10/18","Influenza A virus (A/Wisconsin/629-D02342/2009(H1N1))","","","","","","c"
"ADD97441","566","Human","HA","H1N1","USA","N","2009/10/18","Influenza A virus (A/Wisconsin/629-D00544/2009(H1N1))","","","","","","c"
"ADD97451","566","Human","HA","H1N1","USA","N","2009/10/18","Influenza A virus (A/Wisconsin/629-D00099/2009(H1N1))","","","","","","c"
"ADD98208","566","Human","HA","H1N1","USA","N","2009/10/18","Influenza A virus (A/Texas/46181292/2009(H1N1))","","","","","","c"
"ADD98198","566","Human","HA","H1N1","USA","N","2009/10/18","Influenza A virus (A/Texas/46181235/2009(H1N1))","","","","","","c"
"ADE28991","566","Human","HA","H1N1","USA","N","2009/10/18","Influenza A virus (A/Texas/46182018/2009(H1N1))","","","","","","c"
"ADF10127","566","Human","HA","H1N1","Canada","N","2009/10/18","Influenza A virus (A/Ontario/296008/2009(H1N1))","","","","","","c"
"ADO25102","566","Human","HA","H1N1","USA","N","2009/10/18","Influenza A virus (A/Boston/591/2009(H1N1))","","","","","","c"
"ADX96437","566","Human","HA","H1N1","Dominican Republic","T","2009/10/18","Influenza A virus (A/Santo Domingo/WRAIR1404T/2009(H1N1))","","","","","","c"
"AGI52542","566","Human","HA","H1N1","USA","N","2009/10/18","Influenza A virus (A/New Mexico/07/2009(H1N1))","","","","","","c"
"AEI87724","566","Human","HA","H1N1","Canada","N","2009/10/19","Influenza A virus (A/Montreal/MTL246716/2009(H1N1))","","","","","","c"
"AGI53083","566","Human","HA","H1N1","USA","N","2009/10/19","Influenza A virus (A/Delaware/19/2009(H1N1))","","","","","","c"
"AGI53450","566","Human","HA","H1N1","USA","N","2009/10/19","Influenza A virus (A/Nevada/18/2009(H1N1))","","","","","","c"
"ADM21423","400","Human","HA","H1N1","USA","N","2009/10/19","Influenza A virus (A/Oklahoma/AF2533/2009(H1N1))","","","","","","p"
"ADM21406","400","Human","HA","H1N1","USA","N","2009/10/19","Influenza A virus (A/Ohio/AF2516/2009(H1N1))","","","","","","p"
"ADM21371","400","Human","HA","H1N1","USA","N","2009/10/19","Influenza A virus (A/Nebraska/AF2479/2009(H1N1))","","","","","","p"
"ADM21363","400","Human","HA","H1N1","USA","N","2009/10/19","Influenza A virus (A/Mississippi/AF2466/2009(H1N1))","","","","","","p"
"ADM21364","400","Human","HA","H1N1","USA","N","2009/10/19","Influenza A virus (A/Mississippi/AF2467/2009(H1N1))","","","","","","p"
"ADL60568","400","Human","HA","H1N1","USA","N","2009/10/19","Influenza A virus (A/Kansas/AF2339/2009(H1N1))","","","","","","p"
"ADD23280","566","Human","HA","H1N1","USA","N","2009/10/19","Influenza A virus (A/District of Columbia/INS20/2009(H1N1))","","","","","","c"
"ADD75008","566","Human","HA","H1N1","USA","N","2009/10/19","Influenza A virus (A/San Diego/INS60/2009(H1N1))","","","","","","c"
"ADD96826","566","Human","HA","H1N1","USA","N","2009/10/19","Influenza A virus (A/New York/5186/2009(H1N1))","","","","","","c"
"ADD97461","566","Human","HA","H1N1","USA","N","2009/10/19","Influenza A virus (A/Wisconsin/629-D00132/2009(H1N1))","","","","","","c"
"ADD97471","566","Human","HA","H1N1","USA","N","2009/10/19","Influenza A virus (A/Wisconsin/629-S1384/2009(H1N1))","","","","","","c"
"ADD97481","566","Human","HA","H1N1","USA","N","2009/10/19","Influenza A virus (A/Wisconsin/629-S1388/2009(H1N1))","","","","","","c"
"ADE29001","566","Human","HA","H1N1","USA","N","2009/10/19","Influenza A virus (A/Texas/461917783/2009(H1N1))","","","","","","c"
"ADE29021","566","Human","HA","H1N1","USA","N","2009/10/19","Influenza A virus (A/Texas/46193311/2009(H1N1))","","","","","","c"
"ADE29011","566","Human","HA","H1N1","USA","N","2009/10/19","Influenza A virus (A/Texas/46192760/2009(H1N1))","","","","","","c"
"ADF10137","566","Human","HA","H1N1","Canada","N","2009/10/19","Influenza A virus (A/Ontario/29801/2009(H1N1))","","","","","","c"
"ADF27379","566","Human","HA","H1N1","USA","N","2009/10/19","Influenza A virus (A/Texas/46193632/2009(H1N1))","","","","","","c"
"ADF28055","566","Human","HA","H1N1","USA","N","2009/10/19","Influenza A virus (A/San Diego/INS103/2009(H1N1))","","","","","","c"
"ADG42873","566","Human","HA","H1N1","USA","N","2009/10/19","Influenza A virus (A/Wisconsin/629-D02082/2009(H1N1))","","","","","","c"
"ADX98640","566","Human","HA","H1N1","USA","N","2009/10/19","Influenza A virus (A/San Diego/INS13/2009(H1N1))","","","","","","c"
